genes,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BRMS1,1146.95400730824,0.0373066885638812,0.0612695304011233,0.608894638487342,0.542594278250644,0.686136095731629
BROX,2048.44609261279,0.156135926345991,0.049250078913569,3.17026753642365,0.0015229864076465,0.00484979804188399
BRPF1,1046.20012587127,0.0741076017199307,0.0595183537291434,1.245121833463,0.213086969619578,0.345414662311014
BRPF3,4170.28250187713,0.132222404460314,0.0372759499015902,3.54712367650955,0.000389461715092618,0.00137577799395866
BRSK1,202.234459948998,-0.127562834760454,0.132583867479907,-0.962129384103132,0.335984615461216,0.48613147138876
BRSK2,36.367769901273,-0.448499256966713,0.294769634636646,-1.52152462216661,0.128128237259785,0.230687481396398
BRWD1-AS1,0.140080710880296,-0.842709793220137,4.42654390980429,-0.190376467598939,0.849014136581349,
BRWD1-IT2,3.04894040480102,-0.55601273101777,1.03038390675014,-0.539617056686621,0.58946115122845,0.722720474877798
BRWD1,1981.71248756555,-0.197684756892246,0.0471104046893126,-4.19620162883239,2.71428630249381E-05,0.000116823788479796
BRWD3,2191.27833738298,-0.217907203186778,0.0453839873403721,-4.80141159815931,1.57551058515231E-06,8.05613856049628E-06
BSCL2,38.279608381624,0.1976433276583,0.283670375061263,0.696735877391552,0.485968101677698,0.632891544252085
BSDC1,1643.54765740974,0.0469451762065809,0.0513903953485061,0.913500974028711,0.360979121549928,0.512612880666487
BSG,15518.2892997534,-0.147045508230573,0.0282550827131741,-5.20421439651323,1.94818987449909E-07,1.10947154685772E-06
BSN-AS2,0.453905686297896,-0.72246521087301,2.66682346672705,-0.270908524649995,0.786461388400524,
BSN,9.34251891280211,-0.0594920403974247,0.584084124441095,-0.101855260069519,0.918871562491338,0.95273736423162
BSPRY,2.84887971577953,-1.27000558155971,1.1038300381918,-1.15054450197797,0.249919676074369,0.390725184186997
BST1,42.5429137696225,0.358444108593415,0.276051878730957,1.29846647029256,0.194127090879639,0.320945451135875
BST2,3300.45312552436,-0.853035839739955,0.0400115721179368,-21.3197281332904,7.44898852059952E-101,5.1454553294302E-99
BTAF1,2248.37905803869,-0.00602495641970545,0.0446936614859389,-0.134805612684049,0.892765568068768,0.938321521042192
BTBD10,2373.2633378336,-0.0111692644857005,0.0433549365995482,-0.257623822377285,0.79669724255995,0.875829231554537
BTBD16,0.844362671600229,-3.12329411244754,2.62930475241779,-1.18787832014357,0.234881352197548,
BTBD19,39.7474579987184,-0.560540585765352,0.283063183115202,-1.98026666554238,0.0476735723764829,0.101145370270303
BTBD1,2349.77940311597,0.0388636827459235,0.0436730578347541,0.889877756967972,0.373531528628204,0.525853274721518
BTBD2,1245.61345001862,0.17404952556485,0.0668673865064446,2.60290606016245,0.00924372780443922,0.0245247257061194
BTBD3,1144.55328575728,0.380852252297104,0.0572282693248338,6.65496714806011,2.83363339254801E-11,2.24040927352557E-10
BTBD6,1419.18956496382,0.0521749896070034,0.0519465302319376,1.00439797179996,0.315186827237628,0.464155874926032
BTBD7,2357.56476058345,-0.134746912696569,0.0448842418925977,-3.00209844290122,0.00268125453894107,0.00808399288406765
BTBD8,21.1309882522498,0.0347737235874297,0.387018280543918,0.0898503386934554,0.928406145433625,0.958065111931072
BTBD9,937.295795029243,-0.107491176261797,0.0659299490299044,-1.63038464071983,0.103020228774968,0.192725426167947
BTC,13.8147557113862,0.0663489095438773,0.474951081774834,0.139696301555814,0.888899948683839,0.93583153763359
BTD,890.51727173822,-0.310071179869708,0.0632338290847984,-4.90356482214439,9.41128658167265E-07,4.94132464466308E-06
BTF3L4,1608.61152768986,-0.0215927781299007,0.0492425056425204,-0.438498769470729,0.661024761976035,0.778389356320791
BTF3P11,5.1427076528978,0.0918056402522101,0.792097215826144,0.115901985789028,0.907730221872635,0.947162409957261
BTF3,7534.88691444436,0.243958839832755,0.0340641885371315,7.16173936058476,7.96597719392998E-13,7.02322308385633E-12
BTG1,2929.46061692841,-0.174953674238501,0.0409361597135673,-4.27381746267021,1.92154366260437E-05,8.46825550882295E-05
BTG2,14.774011292784,-1.61335025031794,0.498693962742827,-3.23515095599811,0.00121578433927235,0.00394874707841334
BTG3,1444.97982250525,-0.0424961042667094,0.0533251674036338,-0.796923972972161,0.425495187078791,0.577111415644296
BTG4,3.80199531210867,-0.140243186220692,0.956427607375243,-0.146632306657862,0.883422252270702,0.932414223013955
BTK,4.49405420256538,1.11340272468532,0.850574871973581,1.30900025544124,0.190534264207555,0.316221888885928
BTLA,2.00745295083727,-0.452048623056917,1.38206788043839,-0.327081346332662,0.743606360028864,0.840700073704999
BTN1A1,0.812192172765567,-0.344642546775216,1.99031757617614,-0.173159575587607,0.862525997595078,
BTN2A1,2018.5598171655,-0.277703272429864,0.0451996182225442,-6.14392960273621,8.0504532712926E-10,5.66203015757774E-09
BTN2A2,962.713357262494,-0.591245156539187,0.0642252471773134,-9.20580585555201,3.39116985657188E-20,4.47327972640551E-19
BTN2A3P,153.621270228301,0.117462814845929,0.149058183031963,0.788033319987142,0.430677216284667,0.581895613654615
BTN3A1,680.596425733664,-0.118845038686368,0.0723500278623041,-1.64263984683673,0.100457471285981,0.188876386809551
BTN3A2,816.120836413552,-0.435684425318052,0.0697213598087456,-6.24893757828574,4.13254022985188E-10,2.97962697933356E-09
BTN3A3,424.099920078302,-0.149991726443853,0.0888185841701152,-1.68874259644324,0.0912687687469371,0.174539816935034
BTNL2,0.152063953373491,1.08086435889799,4.42653110250689,0.244178643246369,0.807092466746984,
BTNL3,0.161761022044109,-0.842709793220137,4.42654390980429,-0.190376467598939,0.849014136581349,
BTNL9,1.73260862064636,-0.200610640611913,1.37162851403025,-0.146257269049081,0.883718297402414,0.932535853216092
BTRC,1197.52948604237,-0.161636387455865,0.0561712688614073,-2.87756340086734,0.00400759369625584,0.0116296881586959
BUB1B,2525.85803862707,0.309163409847153,0.0443496908689693,6.97103866542324,3.14609481512521E-12,2.66591046409815E-11
BUB1,5818.80859908291,0.10575245944469,0.0342486358538879,3.08778603316795,0.00201653605044271,0.00626921083152502
BUB3,10775.1188585283,0.245774711062001,0.0316157485915371,7.77380647339124,7.6162070405399E-15,7.63248520325608E-14
BUD13,1240.97668860891,0.260315930440813,0.0563394739450235,4.62048919190888,3.8283628826195E-06,1.86570894118966E-05
BUD31,1038.24156301991,-0.0414097291316606,0.0601921297703769,-0.687959194825501,0.491478477991114,0.637973698821855
BYSL,2245.46260933539,0.0473161477246357,0.0443501915393088,1.06687583711331,0.286027907274734,0.432392953633834
BZRAP1-AS1,4.13944897598388,0.460315635841392,0.854415647937805,0.538749070142147,0.590060009912162,0.723168200663041
BZRAP1,128.572140310071,1.70500221961317,0.168851929418734,10.0976176315105,5.66004840904015E-24,8.70555954603164E-23
BZW1,5299.53076854956,0.152196531622688,0.0330793824976885,4.6009483893275,4.20571635230386E-06,2.03869201501245E-05
BZW2,2197.42830448886,0.195700472855141,0.0462669078920698,4.22981525611493,2.33883305147627E-05,0.000101944461670714
C10orf105,0.140080710880296,-0.842709793220137,4.42654390980429,-0.190376467598939,0.849014136581349,
C10orf107,0.499160316348198,-2.3668102019748,2.98219607245102,-0.793646743699703,0.427401111999999,
C10orf10,204.694712948201,-1.13438698808718,0.131013626386715,-8.65854201103321,4.77836532959255E-18,5.63533892871841E-17
C10orf111,8.29582863478259,0.0604292586441643,0.61928537726887,0.0975790174647192,0.922266586616478,0.95446665070676
C10orf115,6.49831911174505,-5.083960948298,1.50696156404468,-3.37365004496376,0.000741786068931814,0.00250057861537733
C10orf118,782.30216728003,-0.520569942283192,0.0675429356476912,-7.70724484050445,1.28563006639436E-14,1.27353098702432E-13
C10orf11,0.973953194809676,-0.78277875805649,1.85673077304081,-0.421589801506072,0.673324451544912,
C10orf129,7.22852609582329,-6.2356315614734,2.01670896089841,-3.09198386201226,0.00198823657815815,0.00618993653397204
C10orf12,442.462153785866,-0.135302874799225,0.0922242365219078,-1.4671075619811,0.142346797363329,0.250748753873611
C10orf131,1.71155552746609,-0.488918012842088,1.35501182570718,-0.360821952669619,0.718232550925551,0.82179557238472
C10orf25,63.1198182057005,0.283357641459885,0.224799189666957,1.26049227259085,0.207491833753008,0.338234423057342
C10orf2,1015.6210250752,0.188929172336056,0.0594043356595385,3.18039365710371,0.00147075109137373,0.00470281703592184
C10orf32,279.466957067941,0.0635003532009102,0.110005028838052,0.577249548240147,0.563770890023992,0.702863887254281
C10orf35,149.534718007151,-0.804043863405641,0.151004177192644,-5.32464649888381,1.01149553763138E-07,5.93285460719117E-07
C10orf54,527.629691328613,-1.99139784578475,0.0893196992227295,-22.2951696335089,4.11608547851834E-110,3.10674100532265E-108
C10orf55,30.6404169501269,0.33383337916119,0.319765434750191,1.04399457502963,0.296487899564556,0.44405742618937
C10orf67,73.7282401317186,-3.88875363972926,0.327743417297513,-11.8652379711999,1.79391693234631E-32,3.59085080131881E-31
C10orf71,0.183270046999496,1.08086475163971,4.38674749061526,0.246393199962396,0.805377869658991,
C10orf76,947.892361156259,0.13442191511988,0.0621720952883036,2.16209401495222,0.0306109302701431,0.0696124227028108
C10orf85,16.9723122585504,0.336278045848344,0.435547984373128,0.77208036293025,0.440066831978871,0.591021099835872
C10orf88,661.307348766366,0.135135355356954,0.0784533246697408,1.7224936728408,0.0849801279760982,0.164259527816885
C10orf90,6.08528467678782,-2.26935584302415,0.84441087295414,-2.68750192081835,0.00719886882452829,0.0196833534762195
C10orf91,4.43187828580436,0.814603899415856,0.850962595718021,0.957273449520438,0.338429252709662,0.488800133219135
C10orf95,0.907640086387367,0.175650326835743,1.9621371609721,0.0895199022420642,0.928668737380109,
C11orf1,283.240153652592,0.117281536207717,0.109145966241834,1.07453843917472,0.282581426178256,0.428538901034613
C11orf24,1631.91319885731,-0.0759958946835944,0.0486391354523951,-1.56244336945451,0.118183576947018,0.215706354656791
C11orf30,1272.18543609095,-0.0387504195453355,0.0585931494111575,-0.661347272416057,0.508389631978907,0.654272043217968
C11orf31,839.620295489579,0.351614209179979,0.0680692656479122,5.16553551493711,2.3975149778685E-07,1.34995448517319E-06
C11orf35,115.994168315366,-0.52599982994885,0.178240776919339,-2.95106338201659,0.00316681924995801,0.0093906083278268
C11orf44,7.43620439728638,0.940156317757732,0.700373948034325,1.34236334803198,0.179478212655393,0.30182223501977
C11orf45,151.581229838177,0.805925375993756,0.145511711836669,5.53856020124602,3.04968417461256E-08,1.88977826326713E-07
C11orf48,46.4375413305827,0.315120545528514,0.277130857280606,1.13708213015573,0.255503953496399,0.39760315914948
C11orf49,673.186198775214,-0.184086867686845,0.074749951699933,-2.46270216234815,0.0137894410105237,0.0347046227644492
C11orf54,860.817353585515,-0.199803897581855,0.0649999250858463,-3.07390965940301,0.00211273399513175,0.00653937449623396
C11orf57,1770.80350388552,0.000918337015056901,0.0490090324249209,0.0187381176411459,0.985050020106221,0.992098149305697
C11orf58,5160.38229338173,0.0876969510096832,0.0341458082655527,2.56830795533267,0.0102196321390025,0.0267741903296285
C11orf63,365.615415543092,-0.720277526316114,0.10394591217119,-6.92934922856684,4.2278094165603E-12,3.54371046058708E-11
C11orf65,4.79310006962633,0.596752270488315,0.87674301242067,0.680646736882105,0.496095046348613,0.642382548072218
C11orf68,1768.12438193246,0.588115236332168,0.0532612522660612,11.0420842790984,2.39414211191656E-28,4.25310687688691E-27
C11orf70,39.1282308649517,0.590531224111849,0.288818663008282,2.04464357656457,0.0408900100532434,0.0886246148695666
C11orf71,158.401666954136,0.0487398674701743,0.151647732709699,0.321401887118731,0.747905853210519,0.843896103458496
C11orf73,496.602382915481,0.125359221923182,0.0850565873656328,1.47383319512103,0.14052650825514,0.24824371072403
C11orf74,147.494201723647,0.414631112475453,0.14850370591371,2.79205902589651,0.00523738012054546,0.0148041619666058
C11orf80,372.400314475658,0.208189126573848,0.0961591164970914,2.16504824667503,0.0303839906774333,0.0691674985658269
C11orf82,1067.24251943767,0.0495417343729216,0.0601945743984898,0.823026574537331,0.41049288146208,0.562682171763179
C11orf83,378.991891068182,0.463326600995974,0.0977533144229792,4.73975336520209,2.13978516973373E-06,1.07566263584438E-05
C11orf84,1053.09268441468,-0.141480617622798,0.0627454379589311,-2.25483512786063,0.0241436794630998,0.056688187000386
C11orf86,10.0203296734933,-2.25240140758759,0.645993946275028,-3.48672215982135,0.000488979067193165,0.00170136566374631
C11orf87,2.6475868840432,-4.77597681420187,2.15385320133625,-2.2174105511178,0.0265950493594588,0.0614921097936202
C11orf91,63.0326842679126,-0.49708567686861,0.225713570967348,-2.20228528899806,0.0276451626808093,0.0636632835481711
C11orf94,2.81422802345468,-1.1280458352815,1.09479378182759,-1.03037289214267,0.302834993355479,0.451047583245291
C11orf95,716.84513048352,0.159597162304838,0.0704214063370885,2.26631603380496,0.0234320404175934,0.0552137214907042
C11orf96,3.8198290716733,1.03313121921658,0.927293467773961,1.11413619864776,0.265220761338848,0.40870041232905
C12orf10,576.746593421055,0.0174899718290484,0.0811197575872482,0.215606805903446,0.829294250233223,0.898324694333426
C12orf29,1093.51396952607,0.139049216298114,0.0586654949675679,2.3702044340542,0.0177782520859383,0.0434295697072502
C12orf36,2.80703800849811,1.32522902997825,1.13297394757286,1.16969064718323,0.242125483324685,0.381352565501104
C12orf42,0.186999681961369,1.08086504292213,4.35700600431928,0.248075178654936,0.80407624000675,
C12orf43,790.392454864243,0.00402823375160789,0.067721356811301,0.0594824726095222,0.952567825587345,0.972491552211203
C12orf45,249.682778732972,0.013589382560284,0.120897610353512,0.112404062582774,0.910503034268419,0.948445768764995
C12orf49,2098.21724942266,-0.170921862933022,0.0457396646466034,-3.73684119141688,0.000186346533893261,0.000700009691413067
C12orf4,791.305020857086,0.0477244956088182,0.066717868719385,0.71531804784633,0.474412538989884,0.622769594959742
C12orf50,0.795206511075957,-1.78229921150163,2.15411610987514,-0.82739235983196,0.408014709585358,
C12orf54,0.140080710880296,-0.842709793220137,4.42654390980429,-0.190376467598939,0.849014136581349,
C12orf56,0.179539802733951,-0.842709795957238,4.41748824019489,-0.190766732164534,0.848708353869919,
C12orf57,1099.87564623077,-0.232109233046748,0.0633326915329651,-3.66491976621479,0.000247416134553894,0.000908033645624382
C12orf5,575.090323018977,-0.090238031992084,0.0767720517405199,-1.17540211504412,0.239833877722917,0.378745620535486
C12orf60,18.793617791884,0.0774621688484794,0.41641289817056,0.18602250119724,0.852427115894191,0.912018030993695
C12orf61,5.18652420700055,0.181768768638326,0.784185741064027,0.231793004029494,0.816698791069967,0.889284704529156
C12orf65,1035.60036192331,0.227214578712424,0.060789152462005,3.7377487513819,0.000185675354025122,0.000697657783591722
C12orf66,67.7135166070076,-0.284634298761698,0.217668538789311,-1.30765015626445,0.190991996551901,0.316845626959104
C12orf73,295.422745099116,-0.148784233338872,0.108831262625396,-1.36710931904738,0.171591042715043,0.291249254489893
C12orf75,4854.84975541811,-0.579349686584376,0.0402633742053189,-14.3889998793952,6.06668486589165E-47,1.74804124636763E-45
C12orf76,130.187282132057,-0.106731732619669,0.160568342059389,-0.664712179566454,0.506234602195281,0.652149529578518
C12orf79,14.2103964075012,-0.461708386921377,0.478695293910378,-0.964514155027015,0.334788215176832,0.485030494045329
C14orf105,3.71795362598493,4.36854962732835,1.60091674040449,2.72878002776371,0.00635690923273606,0.0176146949423576
C14orf119,2604.11245785851,0.0339884083093235,0.0444410985657942,0.764796762595873,0.444392575859793,0.595126045203269
C14orf142,377.353642849296,-0.202891030607733,0.093917069985042,-2.16032112841731,0.0307478184452012,0.0698518565265891
C14orf159,465.409214386667,-0.0409236318447113,0.0855235677826896,-0.478507070106053,0.632289343372917,0.756468956159371
C14orf166,5178.37181217839,-0.301416446191574,0.0336852698207812,-8.94801935074967,3.6191760791049E-19,4.5233854177698E-18
C14orf169,762.217475593734,0.147954057834518,0.0745145540081545,1.98557261469117,0.0470807997548802,0.100093599149115
C14orf178,1.2958598822465,0.118966814302059,1.5038822410305,0.079106469280826,0.936947937899598,
C14orf182,43.710349625791,-0.454426930856115,0.28787181044281,-1.57857391509473,0.114433821710962,0.210264163796903
C14orf183,2.2898780315686,0.525281495810106,1.15505170236925,0.454768816610238,0.649275566550024,0.769473103648017
C14orf1,860.726701599736,0.119247978431145,0.0664903175453743,1.7934638129795,0.0728987918904889,0.144388505750325
C14orf28,106.578243109249,0.253866877195669,0.170806913088807,1.48627987360019,0.137205107997357,0.243407178377262
C14orf2,1639.59488891215,0.102218820358593,0.0488064156811334,2.09437261335514,0.0362268004313357,0.0800424508173721
C14orf37,157.043936009229,0.802292714544911,0.155292408427145,5.16633570610957,2.38727852660449E-07,1.3451697247688E-06
C14orf39,0.432225375134084,-0.645068172774561,2.85535492695404,-0.225915232703729,0.821267350094771,
C14orf79,148.042355235124,-0.315178396471383,0.148794786227496,-2.11820860436265,0.0341574048060309,0.0764084898892173
C14orf80,440.883160566584,0.266004165784722,0.239681901670107,1.10982165917077,0.267075884066606,0.41089330554838
C14orf93,162.725174473996,0.117845259343344,0.142641081412922,0.826166334242809,0.408709742755699,0.560933639316918
C15orf26,0.140080710880296,-0.842709793220137,4.42654390980429,-0.190376467598939,0.849014136581349,
C15orf37,39.2437439449929,0.328458930420517,0.314508520567803,1.04435622229734,0.296320609895601,0.443935785913501
C15orf38,737.577867329806,0.367692178399929,0.0715094100467071,5.14187123288763,2.7201553214106E-07,1.52055503208765E-06
C15orf39,883.365761344402,0.619773706222802,0.0638892532637682,9.70075051063835,2.99288934810622E-22,4.27599047860088E-21
C15orf40,246.968672605952,0.172946411861766,0.118132044562905,1.46400929994632,0.143191407334734,0.25177280064663
C15orf41,447.613579451074,-0.0406188344369862,0.0909107407397652,-0.446799070235923,0.655020142672212,0.773732854994056
C15orf48,197.745908270492,-0.0420443731119032,0.136665609328241,-0.307644134603913,0.758353133272266,0.850659564384643
C15orf52,4193.80184190481,0.18188424767584,0.036386676895165,4.99864959363764,5.77332079965577E-07,3.11473475359392E-06
C15orf54,10.4356006420459,-0.249445339617809,0.54378010465182,-0.458724652637905,0.646431908396775,0.767572781722301
C15orf56,6.20471264777708,-0.49137907671284,0.717299328428098,-0.685040480645167,0.493318376875876,0.639664396664747
C15orf57,352.009855350444,-0.0316094998866105,0.101574934650619,-0.311193898330683,0.755653221341766,0.848553762524213
C15orf59,0.506620804879288,1.0705762951963,2.72166088234753,0.393354036919137,0.694058012378759,
C15orf61,110.300301300302,-0.0342615606583351,0.169054275000575,-0.20266604117653,0.839396067532953,0.90300878488058
C15orf62,20.4627110444283,-0.789342690349689,0.400557330367324,-1.97061102246172,0.0487683848902836,0.103100590163596
C15orf65,20.9223028739346,0.202608268493419,0.389170760019005,0.520615342436121,0.602634759266943,0.73289064136897
C16orf13,420.879439414525,0.113613459114226,0.0908767031965827,1.25019345022299,0.211228888864963,0.342903621094877
C16orf45,498.469723225032,-0.340984433097458,0.082249541825122,-4.145730487137,3.3873206929193E-05,0.000143515917528862
C16orf46,56.2499783112493,-0.0454468387890293,0.241396234725291,-0.188266560332839,0.850667697586799,0.911083744528142
C16orf52,622.008175401111,-0.285651589640825,0.0750220782433746,-3.80756700333147,0.000140340721518742,0.000537764235775012
C16orf54,0.183270046999496,1.08086475163971,4.38674749061526,0.246393199962396,0.805377869658991,
C16orf58,1165.00395535821,0.0161840058316289,0.0589184238029748,0.274684976056874,0.783558274698669,0.867232907404924
C16orf59,228.393241761333,0.30324251149375,0.118173633934716,2.56607587832387,0.0102856325166555,0.0268970072554016
C16orf62,1247.33678019161,0.110338847470066,0.0563433176207163,1.95833067929775,0.0501912231031035,0.105675438164964
C16orf70,584.142091602547,-0.153065931619719,0.0773314702967279,-1.97934852437684,0.0477767798065546,0.101281013008195
C16orf71,5.50936710075047,0.895541869705301,0.787640657777234,1.13699294324466,0.255541235687392,0.39760315914948
C16orf72,1417.7563618189,-0.16128742833023,0.0564886625158896,-2.85521768699801,0.00430073395942272,0.0124085652430754
C16orf74,53.8417252585085,1.22256282229996,0.2532000086761,4.82844700003108,1.37601945157962E-06,7.07817452602777E-06
C16orf80,867.488996675755,0.0803610701354583,0.0653715360310269,1.22929756610457,0.218960259503655,0.352913759927089
C16orf86,4.39454302403564,-0.216829532737046,0.839532162915087,-0.258274241673069,0.79619526420321,0.875401785192658
C16orf87,198.970705154833,-0.935831272914569,0.130562425440873,-7.16769215763668,7.62725698678575E-13,6.73226168605453E-12
C16orf89,0.3138249754176,0.119082263571378,3.25714843782293,0.0365602814377634,0.97083561316348,
C16orf91,239.624432706984,0.145065902229625,0.122347909582981,1.18568353741455,0.235747298221819,0.373971493273139
C16orf93,59.3405271008178,-0.242782446014477,0.23588015051191,-1.02926187509881,0.303356633441242,0.451460728021192
C16orf95,87.7344185301362,0.0561412683792624,0.1928456560272,0.291120212587749,0.770959381694707,0.859374142086743
C16orf96,0.186999681961369,1.08086504292213,4.35700600431928,0.248075178654936,0.80407624000675,
C16orf98,1.99544719349223,-0.33340134713086,1.23203301363288,-0.270610725071209,0.7866904461064,0.869027005968753
C17orf100,45.6625553389006,-0.189473034107753,0.264533714092033,-0.716252878231747,0.473835217479376,0.622275701923135
C17orf103,351.225674509963,-0.498361688155865,0.0983388870540524,-5.06779874254565,4.0244258112127E-07,2.20972109925103E-06
C17orf104,0.304127906746982,1.82708327832487,3.65193856537649,0.500305042271847,0.61686030422022,
C17orf105,0.560999045884108,2.64810049338344,3.05805496569167,0.86594273912421,0.386521563833926,
C17orf107,22.2218245054274,-0.756400670880239,0.386320310527014,-1.95796247380409,0.0502344162067515,0.105729889350925
C17orf47,0.152063953373491,1.08086435889799,4.42653110250689,0.244178643246369,0.807092466746984,
C17orf51,1395.60653729325,0.11558515164105,0.0520339788416206,2.22133986702929,0.0263279505574782,0.061029475320979
C17orf53,357.472928736699,0.0267280950992417,0.0987195637001138,0.270747702860957,0.786585084972213,0.868972655988509
C17orf58,236.614072825418,0.231351785855497,0.122420356931654,1.8898146652575,0.0587827514951534,0.1207414727047
C17orf59,218.476552316631,-0.13741876376099,0.126304945387083,-1.08799194948263,0.276598661547037,0.422447052622377
C17orf62,1013.25538990725,-0.0561887400009951,0.0646041433988978,-0.869738952408332,0.384443080008041,0.536738128610003
C17orf67,78.992695395932,0.134971931619807,0.199183829788081,0.6776249445721,0.49800952594175,0.644397173013606
C17orf70,902.175708995071,0.1087890394428,0.0675566986736762,1.61033682193813,0.107324344791851,0.199546934266319
C17orf74,0.152063953373491,1.08086435889799,4.42653110250689,0.244178643246369,0.807092466746984,
C17orf75,461.194247308837,-0.0462482996207539,0.0843939428941916,-0.548004963800985,0.583688494488928,0.718489425236848
C17orf80,1117.21571072548,0.0943037656954765,0.061219625172229,1.54041723434556,0.123458683104938,0.223633364982756
C17orf82,2.76094066576453,0.307965586572169,1.05219061127322,0.292689920697457,0.769759174800031,0.858784606797957
C17orf85,1923.56630638411,0.0761850123091479,0.0461886832589914,1.64943027022354,0.0990595175941006,0.186937978122971
C17orf89,343.209251021963,-0.0208722098571022,0.0981687820899653,-0.21261555265068,0.831626839539387,0.899654763909176
C17orf96,394.098317692719,0.26105385696961,0.0948249548668416,2.75300797491754,0.00590504577752122,0.0165014941873914
C17orf97,39.1665202548266,-0.624274581417964,0.28355868030103,-2.20157104961564,0.0276956227882992,0.0637510222260271
C17orf98,0.186999681961369,1.08086504292213,4.35700600431928,0.248075178654936,0.80407624000675,
C18orf21,353.299409985866,-0.131169831562556,0.095979445907005,-1.36664501782649,0.171736599397792,0.29143237579316
C18orf25,1615.90334967486,-0.229614633546262,0.0532895587294947,-4.30881093821433,1.64134599084025E-05,7.30415487957183E-05
C18orf32,2.35469869447223,-0.729833605152645,1.17310732303672,-0.622137114670281,0.53385171200323,0.6778506105224
C18orf42,0.798764859829404,-0.445736012960249,2.00335480137841,-0.222494793560062,0.82392872584344,
C18orf54,903.477329014436,0.421432330038535,0.0648904908577444,6.49451598328045,8.33007863825916E-11,6.35558711882564E-10
C18orf56,85.0177396221741,0.400361037540482,0.198712646002417,2.01477382338119,0.0439283529900626,0.0942539672878399
C18orf63,0.348760704005478,0.11908253736778,3.15726236553469,0.0377170230348001,0.969913303234712,
C18orf8,1101.95316843419,-0.219440671604236,0.0589717368846628,-3.72111596498199,0.000198344323985002,0.000740941990589074
C19orf10,2712.03314485815,-0.339072355568381,0.0474579636504634,-7.14468825644756,9.02003607110883E-13,7.90747978063835E-12
C19orf12,821.260076690304,-0.186644651110805,0.0676884911594485,-2.75740599197492,0.00582619633461424,0.0163076584452761
C19orf18,10.7970207909075,0.148465945239612,0.543987249450507,0.27292173739289,0.784913376601421,0.86767362027838
C19orf24,504.705068573677,-0.0177692049813432,0.100820128156818,-0.176246601806581,0.860100210816272,0.916551691595054
C19orf25,446.87035944895,0.295011394802498,0.0998807551106765,2.95363600801375,0.00314054186033047,0.00932472093133989
C19orf26,40.0839613828313,-0.0627708449889747,0.278832103340689,-0.225120580582066,0.82188547088719,0.892741087252181
C19orf33,1868.93377164764,0.640367757450086,0.0501250735128813,12.7753978711976,2.24994216427863E-37,5.08967179939812E-36
C19orf38,1.89569618719246,0.985287323748349,1.38626457905408,0.710749837105887,0.477239270564849,0.625525051541712
C19orf40,130.887333570055,0.124817423132882,0.159301833061315,0.783527852343291,0.433317204491889,0.58470242141847
C19orf43,3455.82265936909,0.00975007534435941,0.0395827564655193,0.246321282674003,0.805433536206787,0.881737166104968
C19orf44,277.700996195107,0.128766888791911,0.108168945054466,1.19042382013685,0.233879855361342,0.371656876040468
C19orf45,2.74457683686672,-0.128747982532303,1.08986657480663,-0.118131875505171,0.90596316727459,0.946311351409694
C19orf47,572.920603215924,0.0599781245848575,0.0781347817784908,0.767623882983295,0.442710669239168,0.593611731833067
C19orf48,2196.73246091952,0.352127575196326,0.0544947044240716,6.46168428506574,1.03543955345184E-10,7.81148523186756E-10
C19orf52,415.550572875435,0.0661531844657744,0.0896315392380426,0.738056994537218,0.460479815643335,0.610062949397877
C19orf53,2519.64348859442,-0.0202506238903876,0.0434296823428201,-0.466285332932799,0.641011275858661,0.763584911952943
C19orf54,627.403193152257,0.16277958666067,0.0778318933412231,2.09142524577974,0.0364899610622827,0.0805204175009556
C19orf55,390.65185623704,-0.148372427754228,0.095373512970682,-1.55569846525248,0.119779811710976,0.218118440951337
C19orf57,120.519139171472,0.0432853974072145,0.160838098546866,0.26912403092481,0.787834238408576,0.869793733206985
C19orf60,318.639509930253,0.319710324768831,0.127856404801883,2.50054211413368,0.0124003388461736,0.0316409041831866
C19orf66,500.447604354334,-0.0973293198576812,0.0925602852464235,-1.05152355136505,0.293018198509991,0.440309855836175
C19orf68,414.036478199397,0.0627133507648282,0.0909136211217546,0.689812483443381,0.490312117260264,0.636994071399501
C19orf70,901.626202581147,0.19742852736067,0.0675521386696506,2.92260957608097,0.00347111460750371,0.010212693729208
C19orf71,11.6331717247961,1.12576163465143,0.527944808490575,2.13234720096982,0.0329783144425205,0.0742000086329969
C19orf73,11.3837102618996,0.63151526530062,0.52038785566259,1.21354727714876,0.224920650467299,0.360642199448759
C19orf80,0.697521408010957,0.175470992873732,2.34115165998212,0.0749507158690746,0.940253924573134,
C19orf82,91.9461134678977,-0.0652481425579367,0.189146568803049,-0.344960751711426,0.730123877236898,0.830738050774801
C19orf83,67.2349532824638,0.278064769040729,0.234396065087984,1.18630305903964,0.235502639024717,0.373660001397605
C19orf84,0.179539802733951,-0.842709795957238,4.41748824019489,-0.190766732164534,0.848708353869919,
C1D,317.505783879971,-0.0463386702955964,0.10446933054955,-0.443562431690112,0.657358972316499,0.775430005233909
C1GALT1C1,1697.72837533067,-0.347155812094286,0.0506897845189489,-6.84863459943319,7.45581644579359E-12,6.12659839966884E-11
C1GALT1,2389.37811676824,0.253068985909018,0.0472049435314716,5.3610695612907,8.273065049669E-08,4.90832574821812E-07
