Node,Steady State (No perturb)
SPDEF,1.3327590393710125
SPHK1,1.5031094599454915
SPI1,-0.09883161030743359
SPINK4,1.0373615547775994
SPINT1,1.2472320803848613
SPRR1B,0.5963309576550391
SPRY1,2.3634036323401295
SPTB,2.647360769976597
SPTBN5,2.738820339988105
SQSTM1,2.533080111011915
SRF,1.5568559770469768
SRGAP2,2.726571458703596
SRPX,1.6126311942089735
SRSF1,2.1376831841767285
SSH3,1.9025093893200866
SSTR1,1.3865552891411383
SSTR2,1.605807711861549
ST14,1.078371239717212
ST3GAL1,1.6940195685477726
ST3GAL3,1.5406341738678193
ST3GAL4,1.7225182862809343
STAM,2.965704975103304
STARD7,2.096606482021489
STAT1,1.526176959980681
STAT4,2.1308970398202858
STEAP3,2.036636419686828
STIM1,1.7967549371971272
STMN1,2.3439786700323526
SULT1E1,0.27836101388413126
SULT2A1,0.18593814431728217
SURF1,1.5012798463825041
SURF2,1.4158707069924985
SYN1,0.23130618144070275
SYNJ1,3.5361911535995367
SYNJ2,3.7596377385315227
SYT12,1.3039812362068022
SYT2,2.290458159770809
TAC3,1.2896098247844905
TAF4B,1.746926161950543
TAP1,2.9221302688028516
TAS2R1,0.6788118837256942
TCF4,0.8658340678629288
TCF7,1.7441679020746674
TCF7L2,2.5067284417198206
TCN1,1.6560253135372052
TEK,0.011234027553557919
TERT,0.8957772151209171
TET2,1.8035564264006136
TFAP2C,2.007289817298758
TFAP4,1.3156978527482375
TFPI2,1.8518076291018561
TFRC,2.2646023984161125
TG,0.12233707912726254
TGFA,3.5348120884350807
TGFB1,1.7060575469185666
TGFB2,1.3944215995187914
TGFB3,2.091317652098589
TGFBR1,1.50672750338016
TGFBR2,2.140891800209539
TGFBR3,2.2864395792249677
TGM2,2.606654461677494
TH,0.43535996199907273
THBD,1.7685114282527976
THBS2,1.605091210607366
THOC6,2.313830343074929
THRB,1.5321648145908249
TIMP2,2.270351512324243
TJP1,1.8203601663371545
TJP3,1.5751508728633365
TK1,1.9655018662839778
TLE1,2.1547239449878886
TLE3,1.924018311005569
TLE4,1.134496680537629
TLR1,1.0614902796664984
TLR4,2.237893470188856
TLR6,1.9912630186687128
TMPO,2.124777143639491
TMPRSS2,0.5999257464424531
TNC,2.149003711033502
TNF,0.11562041620838999
TNFAIP3,2.092861494607868
TNFRSF10B,1.7612067218787337
TNFRSF11B,2.0215927332790873
TNFRSF1A,2.721518456397248
TNFRSF1B,1.4058289039893554
TNFSF10,1.0968606703301809
TNFSF11,-0.646288294684553
TNIK,2.0251857501335047
TNIP1,2.3182805591008804
TNS4,1.156533360519555
TOX2,1.4707339626221412
TP53,1.8092248258026296
TP73,1.2821829866023462
TPO,-0.208692447034
TRIM16,1.5471472122725982
TRPC3,1.0083223023290773
TSC1,1.5758379703080183
TSC2,1.5380588567500755
TSC22D3,2.4011661914202955
TSHR,-0.11603591149530132
TSTD1,1.11391464738693
TWIST1,-0.13817460159838113
TXNIP,1.810082919109073
TXNRD1,2.369262279356267
UBE2C,1.9474298261225085
UBE2D3,1.7149202761774789
UBE2S,1.6133052641041294
UCN,0.5803437273820806
UGT1A1,0.2094818630734568
UGT1A9,0.2986748209252215
UGT2B15,0.11397409850978972
UHRF1,1.612027455804746
UNC13B,3.0022542426805297
USP18,1.2202690743533258
USP33,2.1103842676250175
VCAM1,0.10946717280627387
VCP,2.4242957447686213
VDR,1.3151690011325043
VEGFA,3.058073552075376
VEGFC,2.0495091492729447
VIM,2.3445409004876447
VIPR1,1.5451504515430523
VLDLR,2.6279778304238923
VTN,2.8377563207956342
WASF2,1.9698310090678086
WASF3,2.3504391272115397
WEE1,1.42972000731715
WNT2B,1.0626241163902326
WNT3A,0.11446867784246345
WNT4,-0.17488437246421734
WNT7B,1.3704298866111233
WNT8B,0.5384319238093763
WRN,1.509200949086144
WT1,0.9924581213083357
XIAP,1.6402414662328986
XPA,1.044978676546773
XPO1,2.1626599795975237
ZEB1,1.7962234889044322
ZEB2,1.4526784580927785
ZHX2,1.4589003598384587
ZMIZ1,1.9737138868455792
ZNF148,0.6783803559930958
ZNF175,2.3382409952002545
ZNF395,1.9383401866392358
ZNF703,1.4415963674251395
ZNF827,1.7077414173030516
ZSCAN31,1.1636287928168694
