Node,Steady State (No perturb)
GNRH1,0.9520729021128185
GP6,0.18025930366111326
GP9,0.11135126417449351
GPC1,2.1591557229772027
GPC6,1.6860654998210203
GPER1,1.167494893439428
GPR17,0.8517395763208857
GPR37,0.7841930038189431
GPR68,1.4914775625203185
GPRC5A,2.1997686340147764
GPSM3,1.4007108155060315
GPX1,2.0256059424581667
GRB14,0.973727371967073
GRB7,1.606222952649404
GRHL2,0.811090152988775
GRIK4,1.057601094518307
GRIN2A,1.5885992306970746
GRIP1,1.490742573359255
GSN,2.577704191125622
GSTM1,1.6521609713255905
GSTM2,1.5397530043698662
GSTM3,2.1622568343991517
GSTM4,1.9680851842609945
GSTP1,1.9822327975722533
GYPA,-0.20545139172676763
H2AFX,1.4314042495223882
HBE1,0.5508861808477931
HCAR1,1.4396637503322025
HDAC2,1.9838228339800803
HDAC8,1.9311529272383723
HECA,1.2279900660757201
HES2,1.5687231102273675
HES7,1.4550981760521595
HEY1,1.9694261149645107
HHIP,1.69303582078478
HIF1A,1.8280411208150493
HIP1,2.2035237079657555
HIP1R,2.364541352285886
HIPK2,1.6301515405690812
HKDC1,1.5551665507668855
HLA-A,2.5772537272838263
HLA-B,2.5638373755734767
HLA-C,2.062080877280972
HLA-DMA,2.3217943576595506
HLA-DMB,1.411590971718213
HLA-DOA,0.9090692442345811
HLA-DOB,0.8072090080210754
HLA-DPA1,2.257571511425499
HLA-DPB1,2.147772155449403
HLA-DRA,2.625065160745476
HLA-DRB1,2.413213593762544
HLA-DRB5,2.1391658568456124
HLA-E,2.0700747549481813
HLA-F,1.9242682346349318
HLA-G,2.1305586647731696
HMGA1,1.7413988308256196
HMGA2,1.8120601467298305
HMGB2,1.843109225126892
HMOX1,1.317395760587867
HNRNPA1,1.5018623106344968
HNRNPA2B1,2.424395293000591
HOXB1,0.2961696677949565
HPGD,0.9066795914619651
HPSE,1.4652597968478858
HRAS,1.430798439239632
HS3ST5,0.9466028988911342
HSD11B2,0.6044498664285075
HSD17B1,0.30750121515743595
HSD17B3,0.8918646113984081
HSD3B1,1.4915218381879143
HSD3B2,0.17042780751300027
HSPG2,2.2445174766006946
HTR1D,1.6155889308778946
HYAL1,0.4077180548217051
ICAM1,2.1795978937066223
ID1,1.8163415367569689
ID2,0.6636344513060348
IFI27,1.741751547304253
IFITM5,0.26009780908558355
IFNA1,0.03705572479263487
IFNAR2,2.170258416659162
IFNG,0.11397409850978973
IFNGR2,2.527134120134578
IFNLR1,1.7138961761323475
IFT27,0.8928303971924214
IFT43,1.537467646693322
IGF1R,1.4809395119575604
IGF2,0.0023759749647306004
IGF2BP1,-0.07815202581919001
IGF2R,2.5099235280476933
IGFBP1,1.7384835195971833
IGFBP3,1.6679736783183428
IGK,0.1436144058017681
IHH,-0.22732713728913945
IL10,-0.1343096154556411
IL11,1.430015429211793
IL12B,-0.10779227665468126
IL12RB2,-0.1142676769367877
IL1A,1.438613185173256
IL1B,1.7323727720852329
IL1RAP,2.4755107600789112
IL2,-0.3357409214049152
IL3,-0.08489664234687438
IL4,0.0560856923440593
IL5,-0.21264261423730627
IL6,1.6738392998712368
IL6R,1.7464223019906937
INHBA,0.9864734007707867
INHBB,0.8943446835562806
INSR,1.7004603225711363
IPO7,2.1646785815537832
IRF5,0.7840764574683088
IRF7,0.7675089877565856
IRS1,2.517781164439315
ITGA2,3.969048958636037
ITGA5,2.095257195081115
ITGA6,3.984446702452774
ITGB1,1.967157320198112
ITGB3,3.702303430872532
ITGB8,3.525469918593749
ITGBL1,2.574458280796537
ITSN1,2.744473956988145
JAG1,2.1392915671045722
JAK1,3.2725381969963174
JDP2,1.017287699451751
JUN,2.8103341153180543
JUNB,1.2823973059453924
JUP,2.8241076683752953
KDR,2.4361664757717962
KIAA0319,1.5639684220216297
KIF3A,2.9561301158719946
KISS1,1.3114987577260215
KISS1R,-0.021774521595908057
KITLG,1.9275460157049376
KL,1.47104928841
KLF13,1.4520271619025105
KLF2,1.3471362952633696
KLK3,-0.18683995380364915
KRAS,1.7799972473343735
KREMEN1,1.4555619610338344
KRT14,0.5543995770299139
KRT15,1.2055999309599263
KRT16,0.9247411004579883
KRT17,0.7477637475440388
KRT18,2.288783854333589
KRT19,2.401349011528721
KRT32,0.5808646848128522
KRT33B,0.6039054553241724
KRT34,1.3812213324237428
KRT8,3.1053774115926767
KRT81,2.222058076445392
KRT86,1.934272326975052
KRT9,2.821564011916359
L1CAM,3.6545837909633874
LAMA1,2.2743783667930604
LAMA3,3.079233316359361
LAMA5,3.4104693272478697
LAMB2,3.616886542705691
LAMC2,3.381830020662578
LBP,-0.19466516620338187
LCP1,1.301102506620841
LDHA,2.4643393093872956
LDLR,1.735118069476656
LEF1,2.1342871456332153
LGALS3,1.8321815494879456
LHB,0.37572358160889535
LHCGR,-0.4950487861762445
LHX6,1.0376456612146228
LIF,2.1817849754260554
LIFR,2.1157853515939635
LIMA1,2.1223809704877237
LIPA,1.9716544971584293
LIPE,1.1358181988743503
LITAF,1.973754643026932
LMO2,1.0871465780422802
LMTK2,1.7798001076813859
LNPEP,2.8166867618276723
LOR,0.11397409850978972
LOX,1.3472929029753562
LOXL1,1.7380049310638808
LPAR1,1.8543977043045858
LPAR2,0.8526895334873458
LPAR4,0.6407429071611017
LPAR5,0.9976297963251749
LRIG1,1.409119562713923
LRP1,1.705869933096485
LRP4,1.4770827902469035
LRP5,2.5597609039423284
LTBP3,1.5065048405643688
LUM,2.9416425453013737
MADD,2.304842258677847
MAGEC2,1.4449471357400874
MAGED1,2.280123818261633
MAGEH1,1.070662776196944
MALT1,2.5131121249852084
MAML3,2.0971443882139402
MAP1LC3B,1.9063883434467257
MAPK13,2.968122394935949
MAPK4,1.563060157280912
MAPK7,1.5780325603203802
MAPK8,1.8550295232242395
MARCKSL1,2.2568686364015367
MAT2A,2.118986349346985
MCF2L,0.7720219910019875
MDK,2.4893546043253214
MDM2,1.371668042784804
MECOM,1.7829964151937865
MEF2C,1.4158756229646654
MEF2D,1.7736967087513984
MEOX2,-0.2965267485550287
MET,1.9389747300145828
MFN2,2.0543179597501493
MFSD2A,1.6376379311660256
MGP,0.7100338982602639
MGST1,2.1705279750593753
MIR708,-0.11135126417449351
MITF,1.685168153715439
MKI67,2.3759515784829786
MMD,1.4514198400501888
MME,0.7880284859965858
MMP1,1.2052263844362
MMP12,1.772062491297719
MMP13,-0.12461616395881957
MMP14,2.415987854290978
MMP15,1.2175717084917366
MMP2,0.38219086867799984
MMP3,1.2237528522372434
MMP7,-0.00327171165570031
MMP8,0.36490250450096307
MMP9,-0.4653790834785332
MPL,0.5110640707242474
MPP1,2.4327644202612655
MRC2,1.6456505751210584
MS4A2,-0.24538637495193893
MSN,3.764414990937709
MSR1,0.48648933079537526
MST1,0.6384936824729839
MST1R,2.307412247411402
MT1A,0.9174577073286708
MT1E,1.2211637501837864
MT1F,0.5009463281289366
MTM1,1.4845231726276267
MTTP,0.46254261357889365
MUC1,0.9719848728887496
MUC2,0.29218906843954384
MUC4,0.5851175089777366
MUC5AC,0.26009780908558355
MUSK,1.8342844085360706
MYB,0.8456333722881249
MYBL1,1.6406996993716856
MYBL2,1.7722547266577235
MYC,2.7248917628717226
MYCBP,0.2860453180669396
MYCL,1.2565186626469054
MYCT1,1.4501025540472339
MYLK,1.0709778896958968
MYO7A,2.508084416452997
NAB2,1.4167656407006652
NAMPT,2.156073763504043
NANOG,0.2961696677949565
NAT1,1.2736774542372302
NCAM1,0.44952453370538836
NCEH1,2.4571250830219613
NCK2,2.5068708355686278
NDRG1,1.5796380410702022
NEAT1,1.911285203604598
NEDD4L,2.722824264431202
NEDD9,1.592070665966998
NEFL,0.1139740985097897
NEIL1,1.173556799132911
NEK6,1.7788259927484795
NEK7,2.05813329431745
NELL2,1.5791453125241002
NFAT5,1.8112205148186356
NFATC1,1.591299470202199
NFATC4,1.3315850186662979
NFE2,0.36792982513570915
NFKB1,1.1973813591766675
NGF,1.570936544746286
NGFR,2.8089915881571415
NID2,1.616022348994894
NKX2-1,-0.582177397133611
NKX3-1,1.3639812473805997
NLRP3,2.0405325688050673
NMB,1.4825307432642538
NNMT,1.1073280233380074
NOG,1.631098401108436
NOL7,1.8594945761579091
NOS2,-0.10779272438533606
NOS3,0.46060285796692557
NOTCH2,2.88667235129449
NOTUM,0.29248355690217737
NOX1,-0.26370087558210575
NOX3,0.971959352747044
NOX5,1.2063701365199042
NPPB,1.4899215599550992
NPY1R,1.3584301885475902
NR1D1,1.8768695206581176
NR2F1,1.338802731889497
NR3C1,2.6497592632305738
NR3C2,1.3338559227394164
NR4A1,1.1807584865403404
NR5A2,0.5068798447907198
NRAS,1.7675708230428364
NRCAM,1.6325215996033202
NRG2,1.2928330529052283
NRK,1.3229592585771976
NRXN1,0.12403616298477521
NRXN3,1.123924147200829
NT5E,2.2602474164467545
NTF3,1.2335404214722432
NTRK2,1.6823737193380177
NUP210,2.4421695234969456
OCA2,-0.1530993200049065
OCLN,1.4491738983432438
ODC1,1.9780004552692245
OLR1,0.8786701649103671
OTC,-0.1112739857125756
P2RY6,0.9606644947019436
PAEP,0.14002283902737991
PAG1,2.320699180901251
PAK2,3.825048633690705
PAK6,2.793841846581802
PARD6A,2.525412462142175
PAX6,-0.5243636221024566
PBX1,1.4509291267744957
PBX3,1.5765802518014433
PC,1.7313730122728332
PCDH1,2.146738787399149
PCDH7,1.978110959140598
PCDH9,2.379407158399339
PCK2,1.7629189025419054
PCSK1,-0.004709545577324448
PCSK2,0.07958956710600161
PCSK9,1.64913531254527
PDE10A,1.143229330782147
PDE3A,0.5866802155521521
PDE3B,0.7029082804825799
PDE5A,1.0394926336670007
PDGFA,2.724112764847754
PDGFB,2.713716789387316
PDGFC,1.8040044205961812
PDGFD,2.5473438034401568
PDGFRA,0.4671528060325591
PDK2,1.3348002634733491
PDLIM5,2.5223728677620434
PDLIM7,1.4740809116776235
PECAM1,1.332411763358619
PER1,1.4637324242787169
PER2,1.499742601913313
PER3,1.5889862580744736
PF4,0.07440345735459443
PFN2,1.9887258512262793
PGC,1.0479392692354847
PGF,1.5835976914027876
PGR,-0.48050398220083934
PHLDA1,2.0931918304478843
PIK3AP1,1.469439983823451
PIM1,1.8193731684684624
PIP4K2C,1.9286677152109761
PITX2,1.0964598850912897
PKIG,1.5274089720213897
PKP3,2.2764625733596366
PLA2G4A,2.41542564213279
PLA2G4D,1.8198772773346463
PLA2G6,1.714977129363039
PLAT,2.590457619837362
PLAU,2.895752461936711
PLAUR,1.8048074334237192
PLCD4,1.7407906956926182
PLCE1,1.9132802798267898
PLCG1,4.391820707425708
PLCL1,2.268374296262106
PLD1,1.7896359307611867
PLEKHA7,1.7975175600509061
PLIN2,1.8232473988308733
PLXNA1,2.41797917379872
PLXNA4,1.2551618071288264
PLXNC1,1.8098741134593939
PMAIP1,1.839126246825367
POR,1.7271292007955092
PORCN,1.561173375317799
POU1F1,0.5406434327779116
POU2F1,1.5948246173566927
POU2F2,1.7081312877117645
POU3F2,1.1462322625732237
POU5F1,0.8302549521833097
PPARD,1.8727215133167456
PPARG,1.812538880299421
PPARGC1A,1.614368352727516
PPFIA2,1.9034844974132106
PPFIBP2,1.0774281470115066
PPM1F,1.7959417925760914
PPP2R2B,0.05593967504121381
PPP2R2C,1.6968904753843976
PPP2R3A,1.4809483921569115
PPP3CC,1.9634460514342713
PRDX3,2.0957245515749046
PRF1,0.33692440525713097
PRG2,1.0518423460326771
PRICKLE1,1.8267828461712052
PRKCG,3.2468838030935117
PRKCH,1.43719416108997
PRKG1,1.9889333700933922
PRL,0.2741149712728224
PRNP,3.398502731042089
PRODH,-0.5101435825127795
PROX1,0.6822484556049426
PRSS3,1.559101573712037
PSAP,2.4285372721201757
PSG1,1.4066146874917287
PSG7,0.5854344737261669
PSMC5,1.9824539786336213
PTBP1,2.1450333671031774
PTCH2,1.0514100477814559
PTEN,1.6979336149764845
PTGER2,0.6624701260625065
PTGES,1.8707878669311928
PTGS2,2.0918187524849694
PTHLH,1.2106868295988962
PTK2B,2.5899448057389143
PTN,2.224000138913988
PTPN22,1.5222055655940565
PTPN3,1.8093262720321155
PTPN6,2.4310441579936586
PTPRB,1.3431589879598684
PTPRR,1.100999923813122
PTPRS,2.8058723123440794
PVR,2.4607769098327794
RAB27A,2.481340476654997
RAB3A,2.711848178984993
RAB9B,1.499628874833584
RAC3,2.7308738096839074
RAMP1,1.719343705792081
RAP1GAP,0.3934910497780003
RAP1GAP2,1.641865466888655
RAPGEF3,1.1525969507911056
RARA,1.2909848345297728
RARB,1.2883434336668382
RARG,1.315739587602863
RASGRF2,1.3240532147610828
RASGRP1,1.4795929550062357
RASGRP2,1.2353545582704204
RB1,2.2067157472005188
RBL2,1.5540753753016883
RELA,1.3773936413294192
REN,0.10128163397830252
REPS2,2.1357200488170127
REST,1.6202584493864507
RETN,0.11603591149530128
RETNLB,0.42941431961078264
RFTN1,1.6999343091488845
RGMB,2.492540173015091
RGS4,2.2401678462427332
RGS5,2.4723082537581003
RHOB,2.866114621930871
RHOBTB3,2.847640204645105
RHOD,2.2869835584959057
RHOJ,2.3253130354771154
RHOU,2.2716722542156194
RHPN2,2.9995556042015026
RIMS1,2.261153772171272
RIMS2,1.45859655427883
RIN1,1.317488152587877
RIN3,1.3436696712510523
RIPK2,1.9654501664355948
RNF115,2.5472778077121134
RNF128,1.4602993093853192
RNF41,1.9606985037334326
RNF7,1.407151492226671
ROBO1,2.1979105894469884
ROBO3,2.1314986045755173
RPS6KA2,1.0789379016969942
RPS6KA3,1.9201794841456372
RPS6KA5,1.948188492444515
RSPO2,0.1144683615004736
RUNX1,0.7871425888558021
RYR3,1.555000135963466
S100A4,2.033076005864512
S1PR1,1.0643257221745621
S1PR2,1.2347102863093207
SAA1,0.49170377824515576
SALL2,1.339138773886882
SARM1,1.3704800118440175
SAT1,1.7593590754182205
SATB1,1.392014593744532
SCARB2,2.4957792880382756
SCN5A,2.085037615950501
SCNN1A,1.7956681774434817
SDC2,3.02661388512036
SDC3,2.874499343202978
SEMA3A,2.4251645805583912
SEMA3C,1.7334232811700017
SEMA4D,1.3914495720854065
SEMA7A,1.61984350283077
SEMG1,2.0402697908814504
SEPT7,1.8451033502295175
SERPINB5,0.5373096518476576
SERPINC1,0.17820424842204094
SERPINE1,2.927367240841171
SFRP1,1.0685859982137376
SGK1,2.4665255276557683
SH3KBP1,2.7710222158144795
SHANK2,1.0142073165203587
SHC3,2.9488919712491866
SIGIRR,0.9144654251311412
SIM2,0.7125212242923974
SIPA1L1,3.0079455249945886
SIRT1,1.3856324231265447
SIX1,1.3399521137360497
SKAP1,1.1356903200589774
SLC1A4,1.1594890121645829
SLC20A1,2.2632593115778645
SLC27A1,1.6388262881989815
SLC2A3,1.8619209371010093
SLC2A4,0.47537098834085517
SLC40A1,1.6031992723630464
SLC4A2,1.9707934284719415
SLC5A5,-0.10573043808296625
SLC7A11,2.200732126113264
SLC9A1,1.3587418377735871
SLC9A3,0.07958956710600161
SLC9A3R1,2.7988699370818892
SLC9A3R2,2.0708954621270284
SMAD3,2.8118364231873296
SMAD6,1.7321302056972985
SMAD7,1.7604108564750696
SMN1,-0.1139740985097897
SMPD1,2.5640117210606452
SMPD3,1.0538122347463226
SNAI2,1.8923319177083673
SOCS1,1.0850195252364983
SOCS2,1.7236474862966167
SOCS3,2.343318819553364
SOD1,1.8937566585472818
SOST,0.4894718337889141
SOX13,1.9388055954133234
SOX14,0.1578355875342281
SOX4,1.5571986632528816
SOX7,0.6390516303339027
SP1,1.5685602323531684
SP140,1.1974878069024766
SPAG9,2.402301698921136
SPARC,1.1722616723297732
