Node,Steady State (Perturbed (GATA3)
ERVW-1,0.2455419799269727
ESR1,0.12452324998919208
ETS1,1.0725989746699927
ETV1,0.9464180384166643
ETV4,1.1710300237003815
EYA3,0.86776301308425
EZR,1.1358274348640476
F11R,1.7422863541711333
F2R,1.0218104434413462
F2RL1,1.2334546888826805
F2RL2,1.3152400191120406
F2RL3,1.279955292952397
FABP4,0.09499234105328813
FABP5,0.2598976287570055
FAP,0.04151276112822269
FAS,0.3530097042023654
FASLG,0.3884215428696831
FAXDC2,0.571799836446812
FBLIM1,0.7482738424378375
FBLN1,0.4833463507651332
FBN1,1.116446290784636
FBXO2,2.1303830447156624
FBXO27,2.3704003259236446
FBXO44,2.177733073997847
FBXO6,2.0184921282437793
FCER1A,0.133063983239156
FCER2,-0.08164982037462848
FGD4,0.6089320286000885
FGF19,0.39848213067550653
FGF2,0.0394706329595735
FGF20,1.1668341999089349
FGF5,1.4050481372559434
FGFR2,1.9273330634273422
FKBP5,0.7926935297635651
FLG,1.4698244239792098
FLI1,0.5963869182391844
FLNB,2.3823286402095643
FLNC,1.6742948727295406
FLT1,1.764722089629863
FMNL1,0.8653968102187758
FN1,2.611535959099246
FOLR1,0.8585659349103743
FOS,0.04950119060814312
FOSL1,1.0754121581364406
FOXA2,0.9197513750770103
FOXC1,0.532903843569651
FOXC2,-0.2619061176103447
FOXF1,0.3922103230983575
FOXF2,0.5677848429889567
FOXM1,1.1437911989345366
FOXO1,0.8395361723711082
FOXO3,0.5528027423431748
FOXO4,0.0099462092743106
FOXP2,0.48220663400069474
FOXP3,0.32060570471440725
FOXQ1,0.7518447287357366
FSHB,-0.16731716310952535
FST,1.3122793878530512
FTH1,0.6875463762124182
FTH1P18,-0.18041300447590636
FURIN,0.9317992653745938
FUT3,0.2794313695934588
FZD1,0.49863670505918317
FZD3,0.7042399441946444
FZD5,0.9270480344836933
FZD8,0.8775561394916908
GABARAPL1,1.1682570976918774
GABRE,1.2837157620388286
GAD1,0.6071998883495072
GADD45B,1.054550608655937
GAS8,1.075850544788794
GATA1,0.04330398105324343
GATA2,1.0252080076132988
GATA3,1.0337967270014192
GATA4,-0.14724761275129677
GATA6,0.3784818845976819
GCKR,1.4173406098330645
GDF15,0.9891806769617305
GFI1,0.9379451407321521
GFI1B,0.6516375157773541
GFRA1,0.3566145980592673
GIPR,0.4725766310892273
GJA1,0.14246536911745528
GK,0.5049761620680249
GLCE,0.8308714409051502
GLI2,2.030693616167639
GLS2,0.5538238829147338
GNA15,2.6366947930320195
GNRH1,0.4788110638784023
GP6,0.15680773633427797
GP9,0.12235371659096803
GPC1,1.4995971922540166
GPC6,1.115326709947836
GPER1,0.5073324069720984
GPR17,0.6048892913792894
GPR37,0.3156814621618559
GPR68,1.0753256303891618
GPRC5A,1.248416109792451
GPSM3,0.7003554077530157
GPX1,1.1814100888536756
GRB14,0.6581278796559673
GRB7,1.1900308292672344
GRHL2,0.41895205945911623
GRIK4,0.5288005472591535
GRIN2A,1.3248652488784245
GRIP1,1.246059479099372
GSN,1.887257210009167
GSTM1,1.0187257246432575
GSTM2,0.9625217411653958
GSTM3,1.2737736561800395
GSTM4,1.1766878311109603
GSTP1,1.1837616377665903
GYPA,-0.23334575715480807
H2AFX,0.4535407062056274
HBE1,0.38549150673456395
HCAR1,0.8495966833375495
HDAC2,1.100517218565063
HDAC8,1.2357251940079528
HECA,0.44410720303365
HES2,1.4198429205776923
HES7,1.3321723207183975
HEY1,1.4733416563796353
HHIP,0.84651791039239
HIF1A,0.8259704869249789
HIP1,1.5417446435901347
HIP1R,1.6155694891339556
HIPK2,0.8150757702845406
HKDC1,0.8861890769584648
HLA-A,1.581134998598451
HLA-B,1.640635819080697
HLA-C,1.1702666374489274
HLA-DMA,1.984622487449916
HLA-DMB,1.0334321212592437
HLA-DOA,0.8348055033098154
HLA-DOB,0.49189428102806587
HLA-DPA1,2.094897068307165
HLA-DPB1,2.0426369261005504
HLA-DRA,2.2929778210281957
HLA-DRB1,2.1902775906741883
HLA-DRB5,2.0385406690241012
HLA-E,1.1436431790491135
HLA-F,1.4647955208747998
HLA-G,1.7078665174982204
HMGA1,0.636502867598179
HMGA2,0.994297139753573
HMGB2,0.921554612563446
HMOX1,0.6955936046140673
HNRNPA1,0.8595369568922706
HNRNPA2B1,1.3208034480753181
HOXB1,0.2882801675397594
HPGD,0.438222047457562
HPSE,0.7744849352455706
HRAS,0.6184305898829574
HS3ST5,0.4733014494455671
HSD11B2,0.260369896392626
HSD17B1,0.056065998798779146
HSD17B3,0.4624340714606865
HSD3B1,0.7622626848554398
HSD3B2,0.19153913827191332
HSPG2,1.474214421222125
HTR1D,0.937559273610395
HYAL1,0.24571406423248032
ICAM1,1.4997335760706028
ID1,1.3472713734390829
ID2,0.39849531015673884
IFI27,0.9840870759619994
IFITM5,0.392210323098358
IFNA1,0.011035186131989378
IFNAR2,1.6303933642749857
IFNG,0.14246536911745533
IFNGR2,1.9143083715478748
IFNLR1,1.2879870455794578
IFT27,0.4464151985962107
IFT43,0.9265654304227209
IGF1R,0.6528930609166649
IGF2,0.04304302430399301
IGF2BP1,0.06952978866542735
IGF2R,1.6312219637048508
IGFBP1,1.0608976745971437
IGFBP3,0.9006649236628926
IGK,0.1804130044759064
IHH,-0.5369225238407647
IL10,0.08838666470365311
IL11,0.7150077146058965
IL12B,0.03158218153521979
IL12RB2,-0.1548184472483325
IL1A,0.9981727910200026
IL1B,1.663812454206007
IL1RAP,2.006615868254029
IL2,-0.253348780565018
IL3,0.047589958809197565
IL4,0.04342852756560055
IL5,-0.11506383926491663
IL6,1.2888719806586684
IL6R,1.4246352693061435
INHBA,0.3337617387567695
INHBB,0.23207679794162814
INSR,0.938497227674226
IPO7,1.1909450923519143
IRF5,0.3920382287341544
IRF7,0.09810174537068272
IRS1,2.0763467972220973
ITGA2,3.3220278023563354
ITGA5,1.1958919718180718
ITGA6,3.382823950197669
ITGB1,0.8832075319159485
ITGB3,3.6355584383861874
ITGB8,3.3696675818417265
ITGBL1,2.4134166996687716
ITSN1,2.0078127498799465
JAG1,1.242204834183116
JAK1,2.6728140661595887
JDP2,0.5086438497258755
JUN,2.1076950076441143
JUNB,0.5325928513976739
JUP,2.1862338156262626
KDR,2.273354775423404
KIAA0319,1.2591796828367414
KIF3A,2.5381426959739612
KISS1,0.9148916917355919
KISS1R,0.026008463522179694
KITLG,1.2201121464120777
KL,1.0119484432645507
KLF13,0.7260135809512552
KLF2,0.8053117169849093
KLK3,-0.19487161452743318
KRAS,0.998604425242209
KREMEN1,0.9482850158192301
KRT14,0.06701066945297102
KRT15,0.6027999654799632
KRT16,0.5478488700915547
KRT17,0.3738818737720194
KRT18,1.242076535946733
KRT19,1.389439903706481
KRT32,0.2904323424064261
KRT33B,0.3019527276620862
KRT34,0.6906106662118714
KRT8,2.082508956128992
KRT81,1.6408492885553498
KRT86,1.4969564138201794
KRT9,2.9177570426292485
L1CAM,3.0011381038851317
LAMA1,2.421610413376141
LAMA3,2.670452098836395
LAMA5,2.7937699994400274
LAMB2,2.962360699073812
LAMC2,2.8888041272771563
LBP,-0.18281090296425132
LCP1,0.6874469776305543
LDHA,1.3694078530827956
LDLR,0.6404704519396334
LEF1,1.5722332164070152
LGALS3,1.0015690946065332
LHB,0.2297168276260754
LHCGR,-0.3667171857508749
LHX6,0.7175260869441961
LIF,1.4480622910744319
LIFR,1.488931633310266
LIMA1,1.1193789878472535
LIPA,1.0516441931409788
LIPE,0.6337260439989395
LITAF,1.1190489609625638
LMO2,0.6911763968262461
LMTK2,0.9317550906623209
LNPEP,2.2665127892762826
LOR,0.14246536911745533
LOX,0.7100821682195568
LOXL1,0.9443172670391198
LPAR1,1.1327704934897722
LPAR2,0.2502934990973221
LPAR4,0.6499583027095532
LPAR5,0.6778344013814335
LRIG1,0.7045597813569615
LRP1,0.9543992755892206
LRP4,0.9975468397578764
LRP5,1.7260259749763585
LTBP3,0.7532524202821844
LUM,2.302067494632146
MADD,1.4435731605962927
MAGEC2,0.9184927028686091
MAGED1,1.5586427513051957
MAGEH1,0.535331388098472
MALT1,1.922184007614866
MAML3,1.5578228478252343
MAP1LC3B,1.1064849470437121
MAPK13,2.4569256528042445
MAPK4,1.2997318080112188
MAPK7,0.8814668251453718
MAPK8,1.0129930814746801
MARCKSL1,1.5564866830685642
MAT2A,1.1967313730626408
MCF2L,0.38601099550099377
MDK,2.3763338258289215
MDM2,0.4751593931539714
MECOM,1.003013586015301
MEF2C,0.9428142658434584
MEF2D,0.9723266742382597
MEOX2,-0.2965267485550287
MET,1.0418699531133788
MFN2,1.1979461013742874
MFSD2A,0.9673507583680749
MGP,0.4404952689926927
MGST1,1.2779092265101502
MIR708,-0.12235371659096811
MITF,0.9854412142310806
MKI67,1.2980242055521567
MMD,0.7982030734561055
MME,0.5026200445733153
MMP1,0.5029119095018473
MMP12,0.9715095655114196
MMP13,-0.13726819094819237
MMP14,1.344489834091626
MMP15,0.6087858542458683
MMP2,0.3267210282953478
MMP3,0.8495021021021367
MMP7,0.2422404937346604
MMP8,0.18245125225048153
MMP9,-0.38608326420540423
MPL,0.3222101198658451
MPP1,1.8120783411916936
MRC2,0.8228252875605292
MS4A2,-0.05020003404495811
MSN,2.9804980049626013
MSR1,0.3287229852602484
MST1,0.21064103966146952
MST1R,1.8815879320000157
MT1A,0.544207173526896
MT1E,0.5102107469087857
MT1F,0.15010203588136067
MTM1,0.7422615863138133
MTTP,0.11207851412669441
MUC1,0.45572633938706675
MUC2,0.2633070748873787
MUC4,0.4437380804788833
MUC5AC,0.392210323098358
MUSK,1.4570876154031778
MYB,0.3809616493224346
MYBL1,0.8203498496858428
MYBL2,0.8861273633288618
MYC,2.060650200512238
MYCBP,0.3002459806741714
MYCL,0.8647177609450083
MYCT1,0.7975444304546281
MYLK,-0.1543955436837316
MYO7A,2.432174873400733
NAB2,0.7502378571719605
NAMPT,1.1635152016145822
NANOG,0.2882801675397593
NAT1,0.673734451438749
NCAM1,0.49491099724146137
NCEH1,1.5962343123487006
NCK2,2.148798849524719
NDRG1,0.6812132189600788
NEAT1,0.955642601802299
NEDD4L,2.2057371571145867
NEDD9,0.9445671257685608
NEFL,0.14246536911745525
NEIL1,0.6722567194290158
NEK6,1.0152277032769028
NEK7,1.029066647158725
NELL2,0.7895726562620501
NFAT5,0.9056102574093178
NFATC1,1.2071734082673833
NFATC4,1.0463008161260063
NFE2,0.07535911099283217
NFKB1,0.32671236142685983
NGF,1.1676022720750605
NGFR,2.214921623938772
NID2,1.6396322494064361
NKX2-1,-0.398913379849497
NKX3-1,0.7188863480104332
NLRP3,1.5347996079818962
NMB,1.0708522207611295
NNMT,0.6391423315315641
NOG,0.8863214013664621
NOL7,1.0383530896539774
NOS2,0.0315819576698924
NOS3,0.3527420013702542
NOTCH2,2.037002614873058
NOTUM,0.20932005525763184
NOX1,-0.29822708269964293
NOX3,0.485979676373522
NOX5,0.6886633881225126
NPPB,1.0253578180613103
NPY1R,0.8089799024452429
NR1D1,1.2220721664989829
NR2F1,0.583923046082188
NR3C1,1.8787950805958418
NR3C2,0.7980450161333769
NR4A1,0.7366428332294862
NR5A2,0.34731165402710423
NRAS,0.8468896872012845
NRCAM,1.0949723791625952
NRG2,1.045219776029529
NRK,1.004440084854801
NRXN1,0.12509635829893068
NRXN3,0.6812215227688767
NT5E,1.349690331838554
NTF3,1.4222013945285188
NTRK2,1.6342975783722302
NUP210,1.6424361996651073
OCA2,0.08067366163824843
OCLN,0.7335472957271989
ODC1,1.097606029209635
OLR1,0.5051520270169478
OTC,0.11515012864292476
P2RY6,0.8099190964799743
PAEP,0.16769602829362865
PAG1,1.9495385703155679
PAK2,3.4373614040722216
PAK6,2.7595379541267198
PARD6A,2.1495960860421013
PAX6,-0.3560535426829726
PBX1,0.6868140634856653
PBX3,0.7882901259007217
PC,0.9025822304565503
PCDH1,1.6460410687136444
PCDH7,1.7304959139126554
PCDH9,2.1771563101442837
PCK2,1.0522465727701653
PCSK1,0.15093600253168726
PCSK2,0.08164982037462848
PCSK9,0.824567656272635
PDE10A,0.3756338274467874
PDE3A,0.09735926983178968
PDE3B,0.15547330229700354
PDE5A,0.4369095836310963
PDGFA,2.406099794424403
PDGFB,2.425712128956032
PDGFC,0.9438572471197185
PDGFD,2.016555852892204
PDGFRA,0.49573782157184537
PDK2,0.6015831871749101
PDLIM5,1.6436420879209903
PDLIM7,0.6390308986552731
PECAM1,1.0058666881884066
PER1,0.7666873806909652
PER2,0.9905274643760288
PER3,0.8293142975888435
PF4,0.1773970623195782
PFN2,1.1925635795395597
PGC,0.560865358937876
PGF,0.9290370440905422
PGR,-0.32573031096298033
PHLDA1,0.9799178307202207
PIK3AP1,0.9937729865778381
PIM1,1.1267614908084802
PIP4K2C,1.1498992541839415
PITX2,0.7948130253475375
PKIG,0.8361976394417061
PKP3,1.7218055649214774
PLA2G4A,2.172147502906995
PLA2G4D,1.8296155239579623
PLA2G6,1.3681752477027544
PLAT,1.4857679023442514
PLAU,2.237606136683546
PLAUR,0.961376465361496
PLCD4,1.3935379292452652
PLCE1,1.4797827213123513
PLCG1,4.246569816707832
PLCL1,1.7760450291504668
PLD1,1.293461058776098
PLEKHA7,0.9569472826288449
PLIN2,0.9774406439772008
PLXNA1,1.7271913162701225
PLXNA4,1.1457826329351766
PLXNC1,1.3561232049299805
PMAIP1,1.028168924987706
POR,0.9054196372193823
PORCN,0.7805866876588995
POU1F1,0.5356960113465716
POU2F1,0.8632292532401106
POU2F2,1.057373115592781
POU3F2,0.5731161312866119
POU5F1,0.6657169653384692
PPARD,1.021839076520933
PPARG,1.0280935398653732
PPARGC1A,1.0801525979228446
PPFIA2,1.8783737283362103
PPFIBP2,0.5387140735057533
PPM1F,0.970464049719057
PPP2R2B,-0.1636438444666783
PPP2R2C,1.1656329755648862
PPP2R3A,0.7404741960784558
PPP3CC,1.5706163033701288
PRDX3,1.1564680773624747
PRF1,0.5159147405712514
PRG2,0.45342801958532736
PRICKLE1,1.4507904445961273
PRKCG,3.321189742435119
PRKCH,0.718597080544985
PRKG1,1.495189715999139
PRL,0.3357607419732957
PRNP,2.4284616271209774
PRODH,-0.3636775928314122
PROX1,0.10816845751423143
PRSS3,0.7795507868560185
PSAP,1.2718452945646757
PSG1,1.0970611456628676
PSG7,0.1923461086799758
PSMC5,1.0795167663343384
PTBP1,1.181122485126611
PTCH2,0.5174445701535266
PTEN,0.8897115219367332
PTGER2,0.34773682879273554
PTGES,0.9772489702872242
PTGS2,1.296413334279628
PTHLH,0.8516322292520604
PTK2B,2.319298026890749
PTN,2.0329129792742595
PTPN22,0.7611027827970283
PTPN3,0.9046631360160577
PTPN6,2.2099946873424496
PTPRB,0.8531238663194058
PTPRR,0.550499961906561
PTPRS,2.0947675594199024
PVR,1.7162103865605334
RAB27A,1.962477809216079
RAB3A,2.3834984444410026
RAB9B,0.749814437416792
RAC3,2.472116042402914
RAMP1,1.2325870947548125
RAP1GAP,-0.14192670802078272
RAP1GAP2,1.1034970299725426
RAPGEF3,0.7248302681806147
RARA,0.560014097402326
RARB,0.8292501453183404
RARG,0.5723914739388711
RASGRF2,0.9427495151020039
RASGRP1,1.2222761252850332
RASGRP2,0.8984001868566727
RB1,1.3360339949877438
RBL2,0.8188927244724721
RELA,0.46062060826684703
REN,-0.015176127572613109
REPS2,1.5659383442266814
REST,0.7732335003730916
RETN,0.12383490030941499
RETNLB,0.3319197004729982
RFTN1,0.9424176995596243
RGMB,1.6234156955572707
RGS4,1.4496707722503694
RGS5,1.5657409760080523
RHOB,2.3767204062650453
RHOBTB3,1.9468383777170393
RHOD,1.9647183184649175
RHOJ,1.5332622939068803
RHOU,1.917562678486816
RHPN2,2.6881380052332746
RIMS1,2.241346239858493
RIMS2,0.729298277139415
RIN1,0.6587440762939385
RIN3,0.6718348356255261
RIPK2,1.3420444178227888
RNF115,2.299308931275237
RNF128,0.8860273918347404
RNF41,1.2820782113932014
RNF7,0.5972505115979224
ROBO1,1.5398372481594995
ROBO3,1.5063977684576542
RPS6KA2,0.5394689508484971
RPS6KA3,1.1086215348578807
RPS6KA5,1.4281748082484682
RSPO2,0.22535177294803643
RUNX1,-0.21216615056965132
RYR3,1.4785365550492193
S100A4,1.1997937486134629
S1PR1,0.8032693234659443
S1PR2,0.7963746463735065
SAA1,0.42487139234142424
SALL2,0.8611830689307262
SARM1,0.8359677759884472
SAT1,0.9454964822708746
SATB1,0.696007296872266
SCARB2,1.7250851158450629
SCN5A,1.349284557961429
SCNN1A,1.5243355172869917
SDC2,2.430645966108658
SDC3,2.1064207785682494
SEMA3A,1.8022735343439644
SEMA3C,0.9591621855701826
SEMA4D,0.6957247860427033
SEMA7A,0.9023722964005668
SEMG1,1.6012594699096097
SEPT7,0.885655950794625
SERPINB5,0.3254473914064416
SERPINC1,-0.061557245747904075
SERPINE1,2.0777662937118446
SFRP1,0.7736555830034784
SGK1,1.5627434243247373
SH3KBP1,1.9405100547275276
SHANK2,0.7037553730343683
SHC3,2.666024000739583
SIGIRR,0.4572327125655706
SIM2,0.3562606121461987
SIPA1L1,2.3555249820783666
SIRT1,0.6045264345457443
SIX1,0.6699760568680249
SKAP1,0.7638642950280545
SLC1A4,0.18943888664023306
SLC20A1,1.2849204311092817
SLC27A1,0.885230088661255
SLC2A3,1.0192275349391626
SLC2A4,0.17186854960866318
SLC40A1,0.9470013783387327
SLC4A2,1.0272517510575987
SLC5A5,0.012951725520281279
SLC7A11,1.1858443829191927
SLC9A1,0.613553974325029
SLC9A3,0.0816498203746285
SLC9A3R1,2.311824458218519
SLC9A3R2,1.294098475637079
SMAD3,2.097753496022814
SMAD6,1.3593509469100493
SMAD7,1.3293527112403791
SMN1,-0.14246536911745528
SMPD1,1.8998095414592144
SMPD3,1.0406667630383453
SNAI2,1.291313692895081
SOCS1,0.8046711811738154
SOCS2,1.158770189248723
SOCS3,1.9251167775129645
SOD1,0.9887333660952687
SOST,0.5098330726137265
SOX13,1.1266261193473635
SOX14,0.17278952539885833
SOX4,0.9358226532671425
SOX7,0.4050041350295119
