Node,Steady State (Perturbed (GATA3)
SP1,0.6493140261007855
SP140,0.7645808277062306
SPAG9,1.4806161651476457
SPARC,0.696179252475554
SPDEF,0.7032752440056406
SPHK1,0.8485233597096045
SPI1,0.021617666961866025
SPINK4,0.6358933180564061
SPINT1,0.6654710770140585
SPRR1B,0.6508855326322632
SPRY1,1.90253027900336
SPTB,2.3714591406314067
SPTBN5,2.417188925637161
SQSTM1,1.5039903030968933
SRF,0.6298961957384264
SRGAP2,1.941457045837554
SRPX,0.9141402783871783
SRSF1,1.1774473936633867
SSH3,1.4046525674322228
SSTR1,0.823042452742017
SSTR2,0.9326686641022224
ST14,0.539185619858606
ST3GAL1,0.9556155858489087
ST3GAL3,0.8789228885089317
ST3GAL4,0.9698649447154896
STAM,2.313211670707496
STARD7,1.2254826374782901
STAT1,0.6145566872052782
STAT4,2.1974827974099247
STEAP3,1.198254887396944
STIM1,0.9402325054201914
STMN1,1.4567172349944242
SULT1E1,0.3077876245666577
SULT2A1,0.16449542518639212
SURF1,0.8592457247662746
SURF2,0.8165411550712713
SYN1,0.15750812754197907
SYNJ1,3.151057755155393
SYNJ2,3.319248501239788
SYT12,0.84864233287759
SYT2,2.7571901778365504
TAC3,0.9743917615212475
TAF4B,1.2637687004173297
TAP1,2.3192345427638736
TAS2R1,0.26299090211523146
TCF4,0.4886022311584058
TCF7,1.4138374294808784
TCF7L2,2.0045560436598633
TCN1,1.0023255119009533
TEK,0.10330162255671779
TERT,0.4700198998085717
TET2,1.0339498526494042
TFAP2C,1.2158432160073092
TFAP4,0.7664547279491409
TFPI2,1.0159420945335629
TFRC,1.2409070007830787
TG,-0.00464840499813314
TGFA,3.2419530189916714
TGFB1,0.866245518970561
TGFB2,0.4657174042655928
TGFB3,1.9061978876226222
TGFBR1,0.543174632628094
TGFBR2,1.1371239846084906
TGFBR3,1.7066051058573912
TGM2,1.4515438498725257
TH,0.2545757053196701
THBD,0.9849196787495125
THBS2,1.2625218241923954
THOC6,1.7376040587621937
THRB,0.9353523843919738
TIMP2,1.2415009906775347
TJP1,0.947075807488711
TJP3,1.217287626250981
TK1,1.1149225725910865
TLE1,1.3740928889234822
TLE3,1.2114748899951049
TLE4,0.8037067698903697
TLR1,0.5342674839922991
TLR4,1.3599664031561363
TLR6,1.313342898877392
TMPO,1.104243608641373
TMPRSS2,0.3368585975413603
TNC,1.2703535610450791
TNF,0.23122364813292096
TNFAIP3,1.3994069549344277
TNFRSF10B,0.7720231428831401
TNFRSF11B,1.0766133112013079
TNFRSF1A,2.0577627333972117
TNFRSF1B,1.0558906596251707
TNFSF10,0.44552740913331706
TNFSF11,-0.5354048832369901
TNIK,1.3803872916051825
TNIP1,1.4447930280580503
TNS4,0.7486669254433039
TOX2,0.820845301173631
TP53,0.9859936791312939
TP73,0.7496972948761956
TPO,-0.01047449188525569
TRIM16,0.7735736061362991
TRPC3,0.34992426524081
TSC1,0.7510232608338755
TSC2,0.732133704054904
TSC22D3,1.8643156159732568
TSHR,-0.12383490030941506
TSTD1,0.5988123605150927
TWIST1,-0.08615145987754713
TXNIP,0.8111784620049477
TXNRD1,1.3331629324631953
UBE2C,1.0823207146362765
UBE2D3,0.6849010874579102
UBE2S,0.8485076688736924
UCN,0.2532761393709066
UGT1A1,0.2532727243217905
UGT1A9,0.2151543550243752
UGT2B15,0.14246536911745525
UHRF1,0.806013727902373
UNC13B,2.7631635828517127
USP18,0.9182499215396311
USP33,1.2451958531032004
VCAM1,0.14021190626569732
VCP,1.3523432060265916
VDR,0.7178697341661806
VEGFA,2.521989469881621
VEGFC,1.2616268811584745
VIM,1.146116898381118
VIPR1,0.9258660010918757
VLDLR,1.818711828138704
VTN,2.805622821631096
WASF2,1.0852866327170119
WASF3,1.6651966726857
WEE1,0.6175906147888928
WNT2B,0.7934734767506826
WNT3A,0.22535193111903137
WNT4,-0.1292972230537364
WNT7B,0.7783807224245931
WNT8B,0.2800623048393135
WRN,0.8632062761180944
WT1,0.5687222140851792
XIAP,0.7832250087963155
XPA,0.43422227188472856
XPO1,1.1899357913737842
ZEB1,0.960629754843259
ZEB2,0.7263392290463893
ZHX2,0.7294501799192293
ZMIZ1,1.1640363398903355
ZNF148,-0.33444550872299356
ZNF175,1.6108623675847946
ZNF395,1.316622631262304
ZNF703,0.8979775801801155
ZNF827,1.0310501051190715
ZSCAN31,0.6672927162709951
